Y,acc,sum,tmp
6182.653973749549,3.010692967492447,3092.8977831079906,0.13089968609734492
6185.795566215885,3.010692967492447,3094.468579341159,0.13089968609734492
6188.937158682221,3.010692967492447,3096.0393755743266,0.13089968609734492
6192.078751148557,3.010692967492447,3097.6101718074947,0.13089968609734492
6195.220343614893,3.010692967492447,3099.180968040663,0.13089968609734492
6198.361936081229,3.010692967492447,3100.751764273831,0.13089968609734492
6201.503528547565,3.010692967492447,3102.322560506999,0.13089968609734492
6204.645121013901,3.010692967492447,3103.893356740167,0.13089968609734492
6207.786713480237,3.010692967492447,3105.4641529733353,0.13089968609734492
6210.928305946573,3.010692967492447,3107.034949206503,0.13089968609734492
6214.069898412909,3.010692967492447,3108.6057454396714,0.13089968609734492
6217.2114908792455,3.010692967492447,3110.1765416728394,0.13089968609734492
6220.353083345582,3.010692967492447,3111.7473379060075,0.13089968609734492
6223.494675811918,3.010692967492447,3113.3181341391755,0.13089968609734492
6226.636268278254,3.010692967492447,3114.8889303723436,0.13089968609734492
6229.77786074459,3.010692967492447,3116.459726605511,0.13089968609734492
6232.919453210926,3.010692967492447,3118.0305228386796,0.13089968609734492
6236.061045677262,3.010692967492447,3119.601319071848,0.13089968609734492
6239.202638143598,3.010692967492447,3121.172115305016,0.13089968609734492
6242.344230609934,3.010692967492447,3122.7429115381838,0.13089968609734492
6245.48582307627,3.010692967492447,3124.313707771352,0.13089968609734492
6248.627415542606,3.010692967492447,3125.8845040045203,0.13089968609734492
6251.769008008942,3.0106929674924467,3127.4553002376883,0.13089968609734492
6254.910600475278,3.0106929674924467,3129.0260964708564,0.13089968609734492
6258.0521929416145,3.0106929674924467,3130.5968927040244,0.13089968609734492
6261.193785407951,3.0106929674924467,3132.1676889371925,0.13089968609734492
6264.335377874287,3.0106929674924467,3133.7384851703605,0.13089968609734492
6267.476970340623,3.0106929674924467,3135.3092814035285,0.13089968609734492
6270.618562806959,3.0106929674924467,3136.8800776366966,0.13089968609734492
6273.760155273295,3.0106929674924467,3138.450873869865,0.13089968609734492
6276.901747739631,3.0106929674924467,3140.0216701030326,0.13089968609734492
6280.043340205967,3.0106929674924467,3141.5924663362007,0.13089968609734495
6283.184932672303,3.010692967492447,3143.1632625693683,0.13089968609734492
6286.326525138639,3.010692967492447,3144.7340588025363,0.13089968609734492
6289.468117604975,3.010692967492447,3146.3048550357043,0.13089968609734492
6292.609710071311,3.010692967492447,3147.8756512688724,0.13089968609734492
6295.7513025376475,3.010692967492447,3149.4464475020404,0.13089968609734492
6298.8928950039835,3.010692967492447,3151.017243735209,0.13089968609734492
6302.03448747032,3.010692967492447,3152.588039968377,0.13089968609734492
6305.176079936656,3.010692967492447,3154.1588362015445,0.13089968609734492
6308.317672402992,3.010692967492447,3155.729632434713,0.13089968609734492
6311.459264869328,3.010692967492447,3157.3004286678806,0.13089968609734492
6314.600857335664,3.010692967492447,3158.871224901049,0.13089968609734492
6317.742449802,3.010692967492447,3160.442021134217,0.13089968609734492
6320.884042268336,3.010692967492447,3162.012817367385,0.13089968609734492
6324.025634734672,3.010692967492447,3163.5836136005532,0.13089968609734492
6327.167227201008,3.010692967492447,3165.1544098337213,0.13089968609734492
6330.308819667344,3.010692967492447,3166.7252060668893,0.13089968609734492
6333.45041213368,3.010692967492447,3168.296002300058,0.13089968609734492
6336.5920046000165,3.010692967492447,3169.8667985332254,0.13089968609734492
6339.733597066353,3.010692967492447,3171.4375947663934,0.13089968609734492
6342.875189532689,3.010692967492447,3173.008390999562,0.13089968609734492
6346.016781999025,3.010692967492447,3174.57918723273,0.13089968609734492
6349.158374465361,3.0106929674924467,3176.1499834658985,0.13089968609734492
6352.299966931697,3.0106929674924476,3177.720779699066,0.13089968609734492
6355.441559398033,3.0106929674924476,3179.2915759322336,0.13089968609734492
6358.583151864369,3.0106929674924476,3180.862372165402,0.13089968609734492
6361.724744330705,3.0106929674924476,3182.4331683985697,0.13089968609734492
6364.866336797041,3.0106929674924476,3184.003964631738,0.13089968609734492
6368.007929263377,3.0106929674924476,3185.5747608649062,0.13089968609734492
6371.149521729713,3.0106929674924476,3187.1455570980743,0.13089968609734492
6374.291114196049,3.010692967492447,3188.7163533312423,0.13089968609734492
6377.4327066623855,3.010692967492447,3190.28714956441,0.13089968609734492
6380.574299128722,3.010692967492447,3191.857945797578,0.13089968609734492
